Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 England , ABERDEEN ANGUS , Non Dairy , F , 0 to 6 months ,"4,929"
 England , ABERDEEN ANGUS , Non Dairy , F , 6 to 12 months ,"9,796"
 England , ABERDEEN ANGUS , Non Dairy , F , 12 to 18 months ,"4,339"
 England , ABERDEEN ANGUS , Non Dairy , F , 18 to 24 months ,"8,955"
 England , ABERDEEN ANGUS , Non Dairy , F , 24 to 30 months ,"2,227"
 England , ABERDEEN ANGUS , Non Dairy , F , 30 to 36 months ,"4,494"
 England , ABERDEEN ANGUS , Non Dairy , F , 36 to 42 months ,"1,338"
 England , ABERDEEN ANGUS , Non Dairy , F , 42 to 48 Months ,"3,487"
 England , ABERDEEN ANGUS , Non Dairy , F , 48 to 54 months ,"1,054"
 England , ABERDEEN ANGUS , Non Dairy , F , 54 to 60 months ,"3,042"
 England , ABERDEEN ANGUS , Non Dairy , F , 60 to 66 months ,"1,093"
 England , ABERDEEN ANGUS , Non Dairy , F , 66 to 72 months ,"2,654"
 England , ABERDEEN ANGUS , Non Dairy , F , 72 to 78 months ,912
 England , ABERDEEN ANGUS , Non Dairy , F , 78 to 84 months ,"2,154"
 England , ABERDEEN ANGUS , Non Dairy , F , 84 to 90 months ,650
 England , ABERDEEN ANGUS , Non Dairy , F , 90 to 96 months ,"1,875"
 England , ABERDEEN ANGUS , Non Dairy , F , 96 to102 months ,598
 England , ABERDEEN ANGUS , Non Dairy , F , 102+months ,"6,754"
 England , ABERDEEN ANGUS , Non Dairy , F , -   ,39
 England , ABERDEEN ANGUS , Non Dairy , M , 0 to 6 months ,"5,026"
 England , ABERDEEN ANGUS , Non Dairy , M , 6 to 12 months ,"10,238"
 England , ABERDEEN ANGUS , Non Dairy , M , 12 to 18 months ,"4,477"
 England , ABERDEEN ANGUS , Non Dairy , M , 18 to 24 months ,"8,716"
 England , ABERDEEN ANGUS , Non Dairy , M , 24 to 30 months ,"1,786"
 England , ABERDEEN ANGUS , Non Dairy , M , 30 to 36 months ,"1,480"
 England , ABERDEEN ANGUS , Non Dairy , M , 36 to 42 months ,263
 England , ABERDEEN ANGUS , Non Dairy , M , 42 to 48 Months ,850
 England , ABERDEEN ANGUS , Non Dairy , M , 48 to 54 months ,194
 England , ABERDEEN ANGUS , Non Dairy , M , 54 to 60 months ,598
 England , ABERDEEN ANGUS , Non Dairy , M , 60 to 66 months ,131
 England , ABERDEEN ANGUS , Non Dairy , M , 66 to 72 months ,421
 England , ABERDEEN ANGUS , Non Dairy , M , 72 to 78 months ,88
 England , ABERDEEN ANGUS , Non Dairy , M , 78 to 84 months ,272
 England , ABERDEEN ANGUS , Non Dairy , M , 84 to 90 months ,48
 England , ABERDEEN ANGUS , Non Dairy , M , 90 to 96 months ,212
 England , ABERDEEN ANGUS , Non Dairy , M , 96 to102 months ,45
 England , ABERDEEN ANGUS , Non Dairy , M , 102+months ,426
 England , ABERDEEN ANGUS , Non Dairy , M , -   ,14
 England , ABERDEEN ANGUS , Non Dairy , -   , 30 to 36 months ,1
 England , ABERDEEN ANGUS X , Non Dairy , F , 0 to 6 months ,"27,187"
 England , ABERDEEN ANGUS X , Non Dairy , F , 6 to 12 months ,"37,252"
 England , ABERDEEN ANGUS X , Non Dairy , F , 12 to 18 months ,"23,874"
 England , ABERDEEN ANGUS X , Non Dairy , F , 18 to 24 months ,"31,011"
 England , ABERDEEN ANGUS X , Non Dairy , F , 24 to 30 months ,"11,380"
 England , ABERDEEN ANGUS X , Non Dairy , F , 30 to 36 months ,"9,359"
 England , ABERDEEN ANGUS X , Non Dairy , F , 36 to 42 months ,"4,315"
 England , ABERDEEN ANGUS X , Non Dairy , F , 42 to 48 Months ,"6,471"
 England , ABERDEEN ANGUS X , Non Dairy , F , 48 to 54 months ,"3,414"
 England , ABERDEEN ANGUS X , Non Dairy , F , 54 to 60 months ,"5,456"
 England , ABERDEEN ANGUS X , Non Dairy , F , 60 to 66 months ,"3,531"
 England , ABERDEEN ANGUS X , Non Dairy , F , 66 to 72 months ,"5,070"
 England , ABERDEEN ANGUS X , Non Dairy , F , 72 to 78 months ,"3,046"
 England , ABERDEEN ANGUS X , Non Dairy , F , 78 to 84 months ,"4,040"
 England , ABERDEEN ANGUS X , Non Dairy , F , 84 to 90 months ,"2,375"
 England , ABERDEEN ANGUS X , Non Dairy , F , 90 to 96 months ,"3,650"
 England , ABERDEEN ANGUS X , Non Dairy , F , 96 to102 months ,"2,178"
 England , ABERDEEN ANGUS X , Non Dairy , F , 102+months ,"18,623"
 England , ABERDEEN ANGUS X , Non Dairy , F , -   ,140
 England , ABERDEEN ANGUS X , Non Dairy , M , 0 to 6 months ,"29,403"
 England , ABERDEEN ANGUS X , Non Dairy , M , 6 to 12 months ,"39,812"
 England , ABERDEEN ANGUS X , Non Dairy , M , 12 to 18 months ,"25,356"
 England , ABERDEEN ANGUS X , Non Dairy , M , 18 to 24 months ,"31,786"
 England , ABERDEEN ANGUS X , Non Dairy , M , 24 to 30 months ,"9,510"
 England , ABERDEEN ANGUS X , Non Dairy , M , 30 to 36 months ,"1,665"
 England , ABERDEEN ANGUS X , Non Dairy , M , 36 to 42 months ,338
 England , ABERDEEN ANGUS X , Non Dairy , M , 42 to 48 Months ,257
 England , ABERDEEN ANGUS X , Non Dairy , M , 48 to 54 months ,108
 England , ABERDEEN ANGUS X , Non Dairy , M , 54 to 60 months ,108
 England , ABERDEEN ANGUS X , Non Dairy , M , 60 to 66 months ,99
 England , ABERDEEN ANGUS X , Non Dairy , M , 66 to 72 months ,88
 England , ABERDEEN ANGUS X , Non Dairy , M , 72 to 78 months ,73
 England , ABERDEEN ANGUS X , Non Dairy , M , 78 to 84 months ,76
 England , ABERDEEN ANGUS X , Non Dairy , M , 84 to 90 months ,64
 England , ABERDEEN ANGUS X , Non Dairy , M , 90 to 96 months ,64
 England , ABERDEEN ANGUS X , Non Dairy , M , 96 to102 months ,52
 England , ABERDEEN ANGUS X , Non Dairy , M , 102+months ,353
 England , ABERDEEN ANGUS X , Non Dairy , M , -   ,49
 England , ABERDEEN ANGUS X , Non Dairy , -   , 6 to 12 months ,1
 England , ABERDEEN ANGUS X , Non Dairy , -   , 12 to 18 months ,1
 England , ABERDEEN ANGUS X , Non Dairy , -   , 48 to 54 months ,1
 England , ABERDEEN ANGUS X , Non Dairy , -   , 54 to 60 months ,1
 England , ABERDEEN ANGUS X , Non Dairy , -   , 102+months ,1
 England , ABONDANCE , Non Dairy , F , 0 to 6 months ,1
 England , ABONDANCE , Non Dairy , F , 6 to 12 months ,2
 England , ABONDANCE , Non Dairy , M , 6 to 12 months ,2
 England , ABONDANCE CROSS , Non Dairy , F , 6 to 12 months ,16
 England , ABONDANCE CROSS , Non Dairy , M , 0 to 6 months ,1
 England , ABONDANCE CROSS , Non Dairy , M , 6 to 12 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 0 to 6 months ,3
 England , ANGLER ROTVIEH , Non Dairy , F , 6 to 12 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 12 to 18 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 30 to 36 months ,4
 England , ANGLER ROTVIEH , Non Dairy , F , 36 to 42 months ,3
 England , ANGLER ROTVIEH , Non Dairy , F , 42 to 48 Months ,2
 England , ANGLER ROTVIEH , Non Dairy , F , 54 to 60 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 102+months ,1
 England , ANGLER ROTVIEH , Non Dairy , M , 0 to 6 months ,1
 England , ANGLER ROTVIEH , Non Dairy , M , 12 to 18 months ,2
 England , ANGLER ROTVIEH , Non Dairy , M , 48 to 54 months ,1
 England , ANGLER ROTVIEH X , Non Dairy , F , 0 to 6 months ,8
 England , ANGLER ROTVIEH X , Non Dairy , F , 36 to 42 months ,23
 England , ANGLER ROTVIEH X , Non Dairy , F , 84 to 90 months ,1
 England , ANGLER ROTVIEH X , Non Dairy , F , 96 to102 months ,1
 England , ANGLER ROTVIEH X , Non Dairy , F , 102+months ,3
 England , ANGLER ROTVIEH X , Non Dairy , M , 0 to 6 months ,3
 England , ANGLER ROTVIEH X , Non Dairy , M , 24 to 30 months ,1
 England , ANGLER ROTVIEH X , Non Dairy , M , 36 to 42 months ,11
 England , ANKOLE , Non Dairy , F , 30 to 36 months ,1
 England , ANKOLE , Non Dairy , F , 42 to 48 Months ,1
 England , ANKOLE , Non Dairy , F , 102+months ,5
 England , ANKOLE , Non Dairy , M , 0 to 6 months ,1
 England , ANKOLE , Non Dairy , M , 42 to 48 Months ,1
 England , ARMORICAINE , Non Dairy , F , 0 to 6 months ,1
 England , ARMORICAINE , Non Dairy , F , 102+months ,1
 England , AUBRAC , Non Dairy , F , 6 to 12 months ,13
 England , AUBRAC , Non Dairy , F , 12 to 18 months ,1
 England , AUBRAC , Non Dairy , F , 18 to 24 months ,18
 England , AUBRAC , Non Dairy , F , 30 to 36 months ,7
 England , AUBRAC , Non Dairy , F , 42 to 48 Months ,8
 England , AUBRAC , Non Dairy , F , 54 to 60 months ,2
 England , AUBRAC , Non Dairy , F , 78 to 84 months ,1
 England , AUBRAC , Non Dairy , F , 90 to 96 months ,3
 England , AUBRAC , Non Dairy , F , 102+months ,30
 England , AUBRAC , Non Dairy , M , 6 to 12 months ,12
 England , AUBRAC , Non Dairy , M , 12 to 18 months ,1
 England , AUBRAC , Non Dairy , M , 18 to 24 months ,18
 England , AUBRAC , Non Dairy , M , 30 to 36 months ,1
 England , AUBRAC , Non Dairy , M , 84 to 90 months ,1
 England , AUBRAC , Non Dairy , M , 102+months ,1
 England , AUBRAC X , Non Dairy , F , 0 to 6 months ,1
 England , AUBRAC X , Non Dairy , F , 6 to 12 months ,2
 England , AUBRAC X , Non Dairy , F , 18 to 24 months ,3
 England , AUBRAC X , Non Dairy , F , 24 to 30 months ,4
 England , AUBRAC X , Non Dairy , F , 30 to 36 months ,2
 England , AUBRAC X , Non Dairy , F , 42 to 48 Months ,1
 England , AUBRAC X , Non Dairy , F , 54 to 60 months ,1
 England , AUBRAC X , Non Dairy , F , 60 to 66 months ,1
 England , AUBRAC X , Non Dairy , F , 102+months ,9
 England , AUBRAC X , Non Dairy , M , 0 to 6 months ,1
 England , AUBRAC X , Non Dairy , M , 6 to 12 months ,8
 England , AUBRAC X , Non Dairy , M , 24 to 30 months ,3
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 0 to 6 months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 6 to 12 months ,9
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 12 to 18 months ,5
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 18 to 24 months ,5
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 24 to 30 months ,5
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 30 to 36 months ,10
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 36 to 42 months ,2
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 42 to 48 Months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 48 to 54 months ,2
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 54 to 60 months ,9
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 72 to 78 months ,1
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 0 to 6 months ,7
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 6 to 12 months ,22
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 12 to 18 months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 18 to 24 months ,8
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 24 to 30 months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 30 to 36 months ,5
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 42 to 48 Months ,2
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 72 to 78 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 0 to 6 months ,2
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 6 to 12 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , M , 6 to 12 months ,3
 England , AYRSHIRE , Dairy , F , 0 to 6 months ,"1,868"
 England , AYRSHIRE , Dairy , F , 6 to 12 months ,"1,573"
 England , AYRSHIRE , Dairy , F , 12 to 18 months ,"1,846"
 England , AYRSHIRE , Dairy , F , 18 to 24 months ,"1,606"
 England , AYRSHIRE , Dairy , F , 24 to 30 months ,"1,776"
 England , AYRSHIRE , Dairy , F , 30 to 36 months ,"1,496"
 England , AYRSHIRE , Dairy , F , 36 to 42 months ,"1,701"
 England , AYRSHIRE , Dairy , F , 42 to 48 Months ,"1,385"
 England , AYRSHIRE , Dairy , F , 48 to 54 months ,"1,433"
 England , AYRSHIRE , Dairy , F , 54 to 60 months ,"1,106"
 England , AYRSHIRE , Dairy , F , 60 to 66 months ,"1,307"
 England , AYRSHIRE , Dairy , F , 66 to 72 months ,842
 England , AYRSHIRE , Dairy , F , 72 to 78 months ,"1,015"
 England , AYRSHIRE , Dairy , F , 78 to 84 months ,712
 England , AYRSHIRE , Dairy , F , 84 to 90 months ,761
 England , AYRSHIRE , Dairy , F , 90 to 96 months ,573
 England , AYRSHIRE , Dairy , F , 96 to102 months ,554
 England , AYRSHIRE , Dairy , F , 102+months ,"2,414"
 England , AYRSHIRE , Dairy , F , -   ,31
 England , AYRSHIRE , Dairy , M , 0 to 6 months ,994
 England , AYRSHIRE , Dairy , M , 6 to 12 months ,693
 England , AYRSHIRE , Dairy , M , 12 to 18 months ,718
 England , AYRSHIRE , Dairy , M , 18 to 24 months ,600
 England , AYRSHIRE , Dairy , M , 24 to 30 months ,268
 England , AYRSHIRE , Dairy , M , 30 to 36 months ,97
 England , AYRSHIRE , Dairy , M , 36 to 42 months ,43
 England , AYRSHIRE , Dairy , M , 42 to 48 Months ,36
 England , AYRSHIRE , Dairy , M , 48 to 54 months ,19
 England , AYRSHIRE , Dairy , M , 54 to 60 months ,17
 England , AYRSHIRE , Dairy , M , 60 to 66 months ,15
 England , AYRSHIRE , Dairy , M , 66 to 72 months ,11
 England , AYRSHIRE , Dairy , M , 72 to 78 months ,7
 England , AYRSHIRE , Dairy , M , 78 to 84 months ,8
 England , AYRSHIRE , Dairy , M , 84 to 90 months ,8
 England , AYRSHIRE , Dairy , M , 90 to 96 months ,10
 England , AYRSHIRE , Dairy , M , 96 to102 months ,9
 England , AYRSHIRE , Dairy , M , 102+months ,34
 England , AYRSHIRE , Dairy , M , -   ,2
 England , AYRSHIRE X , Dairy , F , 0 to 6 months ,678
 England , AYRSHIRE X , Dairy , F , 6 to 12 months ,684
 England , AYRSHIRE X , Dairy , F , 12 to 18 months ,676
 England , AYRSHIRE X , Dairy , F , 18 to 24 months ,672
 England , AYRSHIRE X , Dairy , F , 24 to 30 months ,547
 England , AYRSHIRE X , Dairy , F , 30 to 36 months ,639
 England , AYRSHIRE X , Dairy , F , 36 to 42 months ,538
 England , AYRSHIRE X , Dairy , F , 42 to 48 Months ,427
 England , AYRSHIRE X , Dairy , F , 48 to 54 months ,379
 England , AYRSHIRE X , Dairy , F , 54 to 60 months ,407
 England , AYRSHIRE X , Dairy , F , 60 to 66 months ,331
 England , AYRSHIRE X , Dairy , F , 66 to 72 months ,270
 England , AYRSHIRE X , Dairy , F , 72 to 78 months ,222
 England , AYRSHIRE X , Dairy , F , 78 to 84 months ,166
 England , AYRSHIRE X , Dairy , F , 84 to 90 months ,142
 England , AYRSHIRE X , Dairy , F , 90 to 96 months ,113
 England , AYRSHIRE X , Dairy , F , 96 to102 months ,65
 England , AYRSHIRE X , Dairy , F , 102+months ,358
 England , AYRSHIRE X , Dairy , M , 0 to 6 months ,319
 England , AYRSHIRE X , Dairy , M , 6 to 12 months ,309
 England , AYRSHIRE X , Dairy , M , 12 to 18 months ,251
 England , AYRSHIRE X , Dairy , M , 18 to 24 months ,199
 England , AYRSHIRE X , Dairy , M , 24 to 30 months ,94
 England , AYRSHIRE X , Dairy , M , 30 to 36 months ,35
 England , AYRSHIRE X , Dairy , M , 36 to 42 months ,24
 England , AYRSHIRE X , Dairy , M , 42 to 48 Months ,9
 England , AYRSHIRE X , Dairy , M , 48 to 54 months ,9
 England , AYRSHIRE X , Dairy , M , 54 to 60 months ,7
 England , AYRSHIRE X , Dairy , M , 60 to 66 months ,4
 England , AYRSHIRE X , Dairy , M , 66 to 72 months ,3
 England , AYRSHIRE X , Dairy , M , 72 to 78 months ,3
 England , AYRSHIRE X , Dairy , M , 78 to 84 months ,2
 England , AYRSHIRE X , Dairy , M , 84 to 90 months ,3
 England , AYRSHIRE X , Dairy , M , 90 to 96 months ,1
 England , AYRSHIRE X , Dairy , M , 96 to102 months ,3
 England , AYRSHIRE X , Dairy , M , 102+months ,9
 England , BALTATA ROMANEASCA , Non Dairy , F , 0 to 6 months ,1
 England , BALTATA ROMANEASCA , Non Dairy , F , 6 to 12 months ,1
 England , BALTATA ROMANEASCA , Non Dairy , F , 24 to 30 months ,1
 England , BALTATA ROMANEASCA , Non Dairy , F , 102+months ,1
 England , BAZADAISE , Non Dairy , F , 0 to 6 months ,74
 England , BAZADAISE , Non Dairy , F , 6 to 12 months ,88
 England , BAZADAISE , Non Dairy , F , 12 to 18 months ,53
 England , BAZADAISE , Non Dairy , F , 18 to 24 months ,109
 England , BAZADAISE , Non Dairy , F , 24 to 30 months ,31
 England , BAZADAISE , Non Dairy , F , 30 to 36 months ,70
 England , BAZADAISE , Non Dairy , F , 36 to 42 months ,32
 England , BAZADAISE , Non Dairy , F , 42 to 48 Months ,55
 England , BAZADAISE , Non Dairy , F , 48 to 54 months ,13
 England , BAZADAISE , Non Dairy , F , 54 to 60 months ,32
 England , BAZADAISE , Non Dairy , F , 60 to 66 months ,13
 England , BAZADAISE , Non Dairy , F , 66 to 72 months ,55
 England , BAZADAISE , Non Dairy , F , 72 to 78 months ,25
 England , BAZADAISE , Non Dairy , F , 78 to 84 months ,25
 England , BAZADAISE , Non Dairy , F , 84 to 90 months ,16
 England , BAZADAISE , Non Dairy , F , 90 to 96 months ,20
 England , BAZADAISE , Non Dairy , F , 96 to102 months ,7
 England , BAZADAISE , Non Dairy , F , 102+months ,125
 England , BAZADAISE , Non Dairy , M , 0 to 6 months ,77
 England , BAZADAISE , Non Dairy , M , 6 to 12 months ,90
 England , BAZADAISE , Non Dairy , M , 12 to 18 months ,44
 England , BAZADAISE , Non Dairy , M , 18 to 24 months ,84
 England , BAZADAISE , Non Dairy , M , 24 to 30 months ,27
 England , BAZADAISE , Non Dairy , M , 30 to 36 months ,18
 England , BAZADAISE , Non Dairy , M , 36 to 42 months ,11
 England , BAZADAISE , Non Dairy , M , 42 to 48 Months ,12
 England , BAZADAISE , Non Dairy , M , 48 to 54 months ,8
 England , BAZADAISE , Non Dairy , M , 54 to 60 months ,9
 England , BAZADAISE , Non Dairy , M , 60 to 66 months ,6
 England , BAZADAISE , Non Dairy , M , 66 to 72 months ,13
 England , BAZADAISE , Non Dairy , M , 72 to 78 months ,5
 England , BAZADAISE , Non Dairy , M , 78 to 84 months ,6
 England , BAZADAISE , Non Dairy , M , 84 to 90 months ,3
 England , BAZADAISE , Non Dairy , M , 90 to 96 months ,15
 England , BAZADAISE , Non Dairy , M , 96 to102 months ,1
 England , BAZADAISE , Non Dairy , M , 102+months ,16
 England , BAZADAISE X , Non Dairy , F , 0 to 6 months ,354
 England , BAZADAISE X , Non Dairy , F , 6 to 12 months ,820
 England , BAZADAISE X , Non Dairy , F , 12 to 18 months ,374
 England , BAZADAISE X , Non Dairy , F , 18 to 24 months ,642
 England , BAZADAISE X , Non Dairy , F , 24 to 30 months ,135
 England , BAZADAISE X , Non Dairy , F , 30 to 36 months ,156
 England , BAZADAISE X , Non Dairy , F , 36 to 42 months ,56
 England , BAZADAISE X , Non Dairy , F , 42 to 48 Months ,92
 England , BAZADAISE X , Non Dairy , F , 48 to 54 months ,39
 England , BAZADAISE X , Non Dairy , F , 54 to 60 months ,105
 England , BAZADAISE X , Non Dairy , F , 60 to 66 months ,44
 England , BAZADAISE X , Non Dairy , F , 66 to 72 months ,104
 England , BAZADAISE X , Non Dairy , F , 72 to 78 months ,70
 England , BAZADAISE X , Non Dairy , F , 78 to 84 months ,85
 England , BAZADAISE X , Non Dairy , F , 84 to 90 months ,44
 England , BAZADAISE X , Non Dairy , F , 90 to 96 months ,60
 England , BAZADAISE X , Non Dairy , F , 96 to102 months ,39
 England , BAZADAISE X , Non Dairy , F , 102+months ,346
 England , BAZADAISE X , Non Dairy , M , 0 to 6 months ,354
 England , BAZADAISE X , Non Dairy , M , 6 to 12 months ,834
 England , BAZADAISE X , Non Dairy , M , 12 to 18 months ,348
 England , BAZADAISE X , Non Dairy , M , 18 to 24 months ,519
 England , BAZADAISE X , Non Dairy , M , 24 to 30 months ,100
 England , BAZADAISE X , Non Dairy , M , 30 to 36 months ,31
 England , BAZADAISE X , Non Dairy , M , 36 to 42 months ,1
 England , BAZADAISE X , Non Dairy , M , 42 to 48 Months ,2
 England , BAZADAISE X , Non Dairy , M , 48 to 54 months ,2
 England , BAZADAISE X , Non Dairy , M , 54 to 60 months ,6
 England , BAZADAISE X , Non Dairy , M , 60 to 66 months ,1
 England , BAZADAISE X , Non Dairy , M , 66 to 72 months ,3
 England , BAZADAISE X , Non Dairy , M , 78 to 84 months ,9
 England , BAZADAISE X , Non Dairy , M , 90 to 96 months ,3
 England , BAZADAISE X , Non Dairy , M , 96 to102 months ,1
 England , BAZADAISE X , Non Dairy , M , 102+months ,10
 England , BAZADAISE X , Non Dairy , M , -   ,1
 England , BEEF SHORTHORN , Non Dairy , F , 0 to 6 months ,528
 England , BEEF SHORTHORN , Non Dairy , F , 6 to 12 months ,"1,472"
 England , BEEF SHORTHORN , Non Dairy , F , 12 to 18 months ,416
 England , BEEF SHORTHORN , Non Dairy , F , 18 to 24 months ,"1,438"
 England , BEEF SHORTHORN , Non Dairy , F , 24 to 30 months ,334
 England , BEEF SHORTHORN , Non Dairy , F , 30 to 36 months ,"1,057"
 England , BEEF SHORTHORN , Non Dairy , F , 36 to 42 months ,226
 England , BEEF SHORTHORN , Non Dairy , F , 42 to 48 Months ,848
 England , BEEF SHORTHORN , Non Dairy , F , 48 to 54 months ,190
 England , BEEF SHORTHORN , Non Dairy , F , 54 to 60 months ,687
 England , BEEF SHORTHORN , Non Dairy , F , 60 to 66 months ,205
 England , BEEF SHORTHORN , Non Dairy , F , 66 to 72 months ,609
 England , BEEF SHORTHORN , Non Dairy , F , 72 to 78 months ,163
 England , BEEF SHORTHORN , Non Dairy , F , 78 to 84 months ,453
 England , BEEF SHORTHORN , Non Dairy , F , 84 to 90 months ,105
 England , BEEF SHORTHORN , Non Dairy , F , 90 to 96 months ,350
 England , BEEF SHORTHORN , Non Dairy , F , 96 to102 months ,78
 England , BEEF SHORTHORN , Non Dairy , F , 102+months ,912
 England , BEEF SHORTHORN , Non Dairy , M , 0 to 6 months ,542
 England , BEEF SHORTHORN , Non Dairy , M , 6 to 12 months ,"1,497"
 England , BEEF SHORTHORN , Non Dairy , M , 12 to 18 months ,428
 England , BEEF SHORTHORN , Non Dairy , M , 18 to 24 months ,"1,216"
 England , BEEF SHORTHORN , Non Dairy , M , 24 to 30 months ,150
 England , BEEF SHORTHORN , Non Dairy , M , 30 to 36 months ,199
 England , BEEF SHORTHORN , Non Dairy , M , 36 to 42 months ,28
 England , BEEF SHORTHORN , Non Dairy , M , 42 to 48 Months ,110
 England , BEEF SHORTHORN , Non Dairy , M , 48 to 54 months ,18
 England , BEEF SHORTHORN , Non Dairy , M , 54 to 60 months ,68
 England , BEEF SHORTHORN , Non Dairy , M , 60 to 66 months ,22
 England , BEEF SHORTHORN , Non Dairy , M , 66 to 72 months ,60
 England , BEEF SHORTHORN , Non Dairy , M , 72 to 78 months ,4
 England , BEEF SHORTHORN , Non Dairy , M , 78 to 84 months ,38
 England , BEEF SHORTHORN , Non Dairy , M , 84 to 90 months ,5
 England , BEEF SHORTHORN , Non Dairy , M , 90 to 96 months ,21
 England , BEEF SHORTHORN , Non Dairy , M , 96 to102 months ,3
 England , BEEF SHORTHORN , Non Dairy , M , 102+months ,45
 England , BEEF SHORTHORN , Non Dairy , -   , 54 to 60 months ,1
 England , BEEF SHORTHORN X , Non Dairy , F , 0 to 6 months ,908
 England , BEEF SHORTHORN X , Non Dairy , F , 6 to 12 months ,"1,766"
 England , BEEF SHORTHORN X , Non Dairy , F , 12 to 18 months ,721
 England , BEEF SHORTHORN X , Non Dairy , F , 18 to 24 months ,"1,359"
 England , BEEF SHORTHORN X , Non Dairy , F , 24 to 30 months ,427
 England , BEEF SHORTHORN X , Non Dairy , F , 30 to 36 months ,563
 England , BEEF SHORTHORN X , Non Dairy , F , 36 to 42 months ,221
 England , BEEF SHORTHORN X , Non Dairy , F , 42 to 48 Months ,429
 England , BEEF SHORTHORN X , Non Dairy , F , 48 to 54 months ,145
 England , BEEF SHORTHORN X , Non Dairy , F , 54 to 60 months ,324
 England , BEEF SHORTHORN X , Non Dairy , F , 60 to 66 months ,119
 England , BEEF SHORTHORN X , Non Dairy , F , 66 to 72 months ,270
 England , BEEF SHORTHORN X , Non Dairy , F , 72 to 78 months ,109
 England , BEEF SHORTHORN X , Non Dairy , F , 78 to 84 months ,216
 England , BEEF SHORTHORN X , Non Dairy , F , 84 to 90 months ,101
 England , BEEF SHORTHORN X , Non Dairy , F , 90 to 96 months ,170
 England , BEEF SHORTHORN X , Non Dairy , F , 96 to102 months ,74
 England , BEEF SHORTHORN X , Non Dairy , F , 102+months ,451
 England , BEEF SHORTHORN X , Non Dairy , M , 0 to 6 months ,880
 England , BEEF SHORTHORN X , Non Dairy , M , 6 to 12 months ,"1,743"
 England , BEEF SHORTHORN X , Non Dairy , M , 12 to 18 months ,735
 England , BEEF SHORTHORN X , Non Dairy , M , 18 to 24 months ,"1,230"
 England , BEEF SHORTHORN X , Non Dairy , M , 24 to 30 months ,213
 England , BEEF SHORTHORN X , Non Dairy , M , 30 to 36 months ,65
 England , BEEF SHORTHORN X , Non Dairy , M , 36 to 42 months ,10
 England , BEEF SHORTHORN X , Non Dairy , M , 42 to 48 Months ,5
 England , BEEF SHORTHORN X , Non Dairy , M , 48 to 54 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 54 to 60 months ,2
 England , BEEF SHORTHORN X , Non Dairy , M , 60 to 66 months ,2
 England , BEEF SHORTHORN X , Non Dairy , M , 66 to 72 months ,2
 England , BEEF SHORTHORN X , Non Dairy , M , 78 to 84 months ,6
 England , BEEF SHORTHORN X , Non Dairy , M , 84 to 90 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 90 to 96 months ,2
 England , BEEF SHORTHORN X , Non Dairy , M , 102+months ,4
 England , BEEF X , Non Dairy , F , 102+months ,1
 England , BEEFALO , Non Dairy , F , 0 to 6 months ,3
 England , BEEFALO , Non Dairy , F , 18 to 24 months ,1
 England , BEEFALO , Non Dairy , F , 102+months ,9
 England , BEEFALO , Non Dairy , M , 0 to 6 months ,3
 England , BEEFALO , Non Dairy , M , 18 to 24 months ,2
 England , BELGIAN BLUE , Non Dairy , F , 48 to 54 months ,112
 England , BELGIAN BLUE , Non Dairy , F , 54 to 60 months ,524
 England , BELGIAN BLUE , Non Dairy , F , 60 to 66 months ,456
 England , BELGIAN BLUE , Non Dairy , F , 66 to 72 months ,680
 England , BELGIAN BLUE , Non Dairy , F , 72 to 78 months ,495
 England , BELGIAN BLUE , Non Dairy , F , 78 to 84 months ,465
 England , BELGIAN BLUE , Non Dairy , F , 84 to 90 months ,309
 England , BELGIAN BLUE , Non Dairy , F , 90 to 96 months ,440
 England , BELGIAN BLUE , Non Dairy , F , 96 to102 months ,324
